867.08µs,-0.14285714285714285
2.411298ms,-0.2
3.910368ms,-0.17142857142857143
5.409198ms,-0.2857142857142857
6.899768ms,-0.22857142857142856
8.392005ms,-0.2
9.880354ms,-0.17142857142857143
11.369813ms,-0.2
12.858717ms,-0.2
14.348602ms,-0.2
15.843062ms,-0.14285714285714285
17.332762ms,-0.17142857142857143
18.825758ms,-0.22857142857142856
20.319699ms,-0.2
21.83264ms,-0.22857142857142856
23.343784ms,-0.17142857142857143
24.839762ms,-0.17142857142857143
26.332851ms,-0.22857142857142856
27.822032ms,-0.08571428571428572
29.311936ms,-0.08571428571428572
30.800748ms,-0.08571428571428572
32.295077ms,-0.08571428571428572
33.784111ms,-0.11428571428571428
35.283292ms,-0.02857142857142857
36.781826ms,-0.08571428571428572
38.278989ms,-0.05714285714285714
39.780263ms,-0.11428571428571428
41.277148ms,0.05714285714285714
42.774996ms,-0.02857142857142857
44.271845ms,0.05714285714285714
45.773063ms,0.02857142857142857
47.272208ms,0
48.769259ms,0.08571428571428572
50.269793ms,-0.05714285714285714
51.768363ms,0.08571428571428572
53.271674ms,0.02857142857142857
54.771356ms,0.11428571428571428
56.267185ms,0.11428571428571428
57.764849ms,0.08571428571428572
59.346714ms,0.11428571428571428
60.99056ms,0.14285714285714285
62.480482ms,0.08571428571428572
63.972627ms,0.11428571428571428
65.472068ms,0.14285714285714285
66.969064ms,0.08571428571428572
68.463412ms,0.11428571428571428
69.957538ms,0.08571428571428572
71.461812ms,0.14285714285714285
72.983827ms,0.11428571428571428
74.487471ms,0.11428571428571428
75.982912ms,0.02857142857142857
77.478205ms,0.08571428571428572
78.995349ms,0.11428571428571428
80.512641ms,0.08571428571428572
82.028138ms,0.08571428571428572
83.543911ms,0.05714285714285714
85.059407ms,0.02857142857142857
86.574607ms,0.08571428571428572
88.090066ms,0.08571428571428572
89.605062ms,0.05714285714285714
91.121188ms,-0.02857142857142857
92.654443ms,0.02857142857142857
94.328696ms,0.02857142857142857
95.837266ms,-0.05714285714285714
97.340596ms,-0.08571428571428572
98.869259ms,-0.08571428571428572
100.372736ms,-0.11428571428571428
101.874733ms,0.02857142857142857
103.377433ms,-0.05714285714285714
104.879707ms,-0.08571428571428572
106.380944ms,-0.14285714285714285
107.88231ms,-0.11428571428571428
109.383455ms,-0.05714285714285714
110.883044ms,-0.11428571428571428
112.386836ms,-0.11428571428571428
113.913073ms,-0.05714285714285714
115.438847ms,-0.14285714285714285
116.966102ms,-0.02857142857142857
118.491876ms,-0.08571428571428572
120.017575ms,-0.11428571428571428
121.511183ms,-0.05714285714285714
123.100733ms,-0.05714285714285714
124.600322ms,-0.05714285714285714
126.097337ms,-0.02857142857142857
127.593445ms,-0.05714285714285714
129.0887ms,-0.08571428571428572
130.584641ms,-0.11428571428571428
132.081267ms,-0.02857142857142857
133.577374ms,0
135.076649ms,0
136.572423ms,-0.02857142857142857
138.069104ms,0.08571428571428572
139.565675ms,0
141.06056ms,0
142.556649ms,0
144.051812ms,-0.05714285714285714
145.551531ms,0.02857142857142857
147.047434ms,0.05714285714285714
148.543671ms,0.08571428571428572
150.04002ms,0.02857142857142857
151.536516ms,0.05714285714285714
153.033753ms,0.08571428571428572
154.530583ms,0.05714285714285714
156.028579ms,0.11428571428571428
157.525705ms,0.05714285714285714
159.022479ms,0
160.516883ms,0.11428571428571428
162.013083ms,0.05714285714285714
163.510191ms,0.14285714285714285
165.008187ms,0.11428571428571428
166.546794ms,0.02857142857142857
168.072031ms,0.02857142857142857
169.572545ms,0.02857142857142857
171.087375ms,0.05714285714285714
172.587871ms,-0.02857142857142857
174.085182ms,0.02857142857142857
175.586086ms,0.02857142857142857
177.085027ms,0.08571428571428572
178.585653ms,0.11428571428571428
180.08539ms,0.05714285714285714
181.584034ms,0.05714285714285714
183.082345ms,0
184.579453ms,0.02857142857142857
186.076912ms,-0.05714285714285714
187.57502ms,0.02857142857142857
189.072183ms,-0.02857142857142857
190.570438ms,-0.05714285714285714
192.067916ms,-0.05714285714285714
193.565135ms,0
195.151741ms,-0.11428571428571428
196.648626ms,-0.11428571428571428
198.151937ms,-0.08571428571428572
199.649285ms,-0.17142857142857143
201.144115ms,-0.08571428571428572
202.637241ms,-0.17142857142857143
204.130645ms,-0.08571428571428572
205.62503ms,-0.14285714285714285
207.118804ms,-0.11428571428571428
208.613005ms,-0.22857142857142856
210.10639ms,-0.2
211.600312ms,-0.14285714285714285
213.093512ms,-0.2
214.610138ms,-0.22857142857142856
216.104245ms,-0.22857142857142856
217.59726ms,-0.2571428571428571
219.092164ms,-0.2571428571428571
220.589346ms,-0.2
222.083527ms,-0.2571428571428571
223.576283ms,-0.3142857142857143
225.070298ms,-0.2
226.562665ms,-0.2571428571428571
228.055754ms,-0.2571428571428571
229.549695ms,-0.2571428571428571
231.042321ms,-0.2
232.53565ms,-0.14285714285714285
234.028925ms,-0.2
235.522977ms,-0.2
237.015103ms,-0.11428571428571428
238.507099ms,-0.17142857142857143
240.000688ms,-0.17142857142857143
241.493944ms,-0.17142857142857143
242.986736ms,-0.17142857142857143
244.479548ms,-0.02857142857142857
245.972748ms,0
247.464189ms,-0.11428571428571428
248.957278ms,-0.02857142857142857
250.451256ms,-0.08571428571428572
251.94403ms,-0.08571428571428572
253.436619ms,-0.08571428571428572
254.931745ms,0
256.427852ms,-0.05714285714285714
257.924886ms,0
259.419493ms,0
260.914823ms,0
262.409523ms,-0.02857142857142857
263.905593ms,-0.05714285714285714
265.401979ms,0.02857142857142857
266.898364ms,-0.08571428571428572
268.395249ms,-0.11428571428571428
269.891246ms,-0.02857142857142857
271.387612ms,-0.02857142857142857
272.883516ms,0
274.378198ms,0
275.875064ms,-0.02857142857142857
277.371098ms,0.05714285714285714
278.867872ms,-0.02857142857142857
280.363702ms,-0.05714285714285714
281.86055ms,-0.08571428571428572
283.356528ms,-0.02857142857142857
284.852728ms,-0.05714285714285714
286.348243ms,-0.05714285714285714
287.845628ms,-0.14285714285714285
289.343661ms,-0.05714285714285714
290.839732ms,-0.11428571428571428
292.336024ms,-0.08571428571428572
293.83191ms,-0.17142857142857143
295.330351ms,-0.14285714285714285
296.907086ms,-0.05714285714285714
298.418509ms,-0.08571428571428572
299.886746ms,-0.14285714285714285
301.388909ms,-0.02857142857142857
302.888609ms,-0.08571428571428572
304.385587ms,-0.11428571428571428
305.888342ms,-0.08571428571428572
307.386061ms,-0.05714285714285714
308.882891ms,0.08571428571428572
310.380369ms,0.02857142857142857
311.877087ms,0.02857142857142857
313.374343ms,-0.05714285714285714
314.871228ms,-0.05714285714285714
316.368447ms,0.02857142857142857
317.865295ms,-0.02857142857142857
319.361773ms,0.02857142857142857
320.859713ms,0.05714285714285714
322.536448ms,0.05714285714285714
324.072425ms,0.05714285714285714
326.442446ms,0.02857142857142857
328.012033ms,0.05714285714285714
329.579658ms,0.11428571428571428
331.135043ms,0.08571428571428572
332.689723ms,0.02857142857142857
334.245756ms,0.08571428571428572
335.756474ms,0.2
337.262897ms,0.17142857142857143
338.771263ms,0.17142857142857143
340.201946ms,0.17142857142857143
341.63348ms,0.17142857142857143
343.067422ms,0.17142857142857143
344.607751ms,0.17142857142857143
346.131728ms,0.17142857142857143
347.631687ms,0.11428571428571428
349.12898ms,0.17142857142857143
350.625254ms,0.17142857142857143
352.122047ms,0.11428571428571428
353.620543ms,0.11428571428571428
355.117762ms,0.2
356.613388ms,0.11428571428571428
358.109606ms,0.08571428571428572
359.606436ms,0.02857142857142857
361.102858ms,0
362.611206ms,0.11428571428571428
364.126832ms,0.05714285714285714
365.623977ms,0.05714285714285714
367.116325ms,-0.02857142857142857
368.608729ms,0.05714285714285714
370.10167ms,0.02857142857142857
371.593981ms,0.02857142857142857
373.08844ms,-0.02857142857142857
374.590603ms,0.08571428571428572
376.083692ms,-0.02857142857142857
377.575504ms,-0.05714285714285714
379.078426ms,0
380.576144ms,-0.02857142857142857
382.07253ms,-0.02857142857142857
383.566378ms,0
385.062596ms,-0.02857142857142857
386.556371ms,0.02857142857142857
388.093107ms,-0.05714285714285714
389.585937ms,-0.14285714285714285
391.079989ms,-0.11428571428571428
392.57243ms,-0.05714285714285714
394.065278ms,-0.08571428571428572
395.558941ms,-0.14285714285714285
397.052419ms,-0.08571428571428572
398.545489ms,-0.14285714285714285
400.038838ms,-0.05714285714285714
401.53213ms,-0.08571428571428572
403.024497ms,0
404.515827ms,-0.05714285714285714
406.008675ms,0
407.500579ms,0.02857142857142857
408.993168ms,0.02857142857142857
410.484924ms,-0.02857142857142857
411.97755ms,0.02857142857142857
413.470102ms,0.05714285714285714
414.991802ms,0.14285714285714285
416.484057ms,0.05714285714285714
417.975665ms,0.08571428571428572
419.474809ms,0.05714285714285714
420.971361ms,0.05714285714285714
422.463784ms,0.08571428571428572
423.955502ms,0.11428571428571428
425.449684ms,0.08571428571428572
426.94981ms,0.14285714285714285
428.444584ms,0.17142857142857143
429.936488ms,0.17142857142857143
431.428336ms,0.08571428571428572
432.921036ms,0.08571428571428572
434.414051ms,0.11428571428571428
435.912621ms,0.14285714285714285
437.410229ms,0.11428571428571428
438.90667ms,0.14285714285714285
440.403388ms,0.05714285714285714
441.899107ms,0.05714285714285714
443.397233ms,0.2
444.8956ms,0.17142857142857143
